State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,11/20/2018,Parts per million,None,16,67,0.141125,0.161,23,,593,INSTRUMENTAL - Gas Filter Correlation Teledyne API 300 EU,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,11/21/2018,Parts per million,None,24,100,0.173917,0.196,2,,593,INSTRUMENTAL - Gas Filter Correlation Teledyne API 300 EU,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,11/22/2018,Parts per million,None,5,21,0.1506,0.157,4,,593,INSTRUMENTAL - Gas Filter Correlation Teledyne API 300 EU,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,12/6/2018,Parts per million,None,13,54,0.110154,0.127,7,,593,INSTRUMENTAL - Gas Filter Correlation Teledyne API 300 EU,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,12/7/2018,Parts per million,None,3,13,0.103667,0.108,2,,593,INSTRUMENTAL - Gas Filter Correlation Teledyne API 300 EU,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,12/11/2018,Parts per million,None,11,46,0.125818,0.145,13,,593,INSTRUMENTAL - Gas Filter Correlation Teledyne API 300 EU,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,12/12/2018,Parts per million,None,2,8,0.1205,0.121,0,,593,INSTRUMENTAL - Gas Filter Correlation Teledyne API 300 EU,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,12/16/2018,Parts per million,None,18,75,0.162278,0.212,6,,593,INSTRUMENTAL - Gas Filter Correlation Teledyne API 300 EU,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,12/17/2018,Parts per million,None,24,100,0.162083,0.184,22,,593,INSTRUMENTAL - Gas Filter Correlation Teledyne API 300 EU,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,12/18/2018,Parts per million,None,1,4,0.172,0.172,0,,593,INSTRUMENTAL - Gas Filter Correlation Teledyne API 300 EU,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/1/2018,Parts per million,None,19,79,0.142105,0.2,13,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/2/2018,Parts per million,None,7,29,0.1,0.1,0,1,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/9/2018,Parts per million,None,8,33,0.2,0.2,16,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/10/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/11/2018,Parts per million,None,24,100,0.1,0.1,0,1,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/12/2018,Parts per million,None,24,100,0.108333,0.2,18,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/13/2018,Parts per million,None,24,100,0.1,0.1,0,1,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/14/2018,Parts per million,None,24,100,0.175,0.2,1,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/15/2018,Parts per million,None,24,100,0.154167,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/16/2018,Parts per million,None,18,75,0.144444,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/17/2018,Parts per million,None,24,100,0.183333,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/18/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/19/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/20/2018,Parts per million,None,8,33,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/21/2018,Parts per million,None,9,38,0.2,0.2,5,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/26/2018,Parts per million,None,7,29,0.1,0.1,17,1,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/27/2018,Parts per million,None,24,100,0.133333,0.2,2,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/28/2018,Parts per million,None,24,100,0.104167,0.2,23,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/29/2018,Parts per million,None,24,100,0.154167,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/30/2018,Parts per million,None,19,79,0.131579,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/31/2018,Parts per million,None,24,100,0.166667,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/1/2018,Parts per million,None,24,100,0.104167,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/2/2018,Parts per million,None,24,100,0.1,0.1,0,1,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/3/2018,Parts per million,None,24,100,0.1,0.1,0,1,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/4/2018,Parts per million,None,24,100,0.1,0.1,0,1,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/5/2018,Parts per million,None,24,100,0.1375,0.2,15,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/6/2018,Parts per million,None,24,100,0.175,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/7/2018,Parts per million,None,24,100,0.183333,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/8/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/9/2018,Parts per million,None,24,100,0.216667,0.3,20,3,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/10/2018,Parts per million,None,24,100,0.204167,0.3,0,3,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/11/2018,Parts per million,None,24,100,0.179167,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/12/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/13/2018,Parts per million,None,20,83,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/14/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/15/2018,Parts per million,None,24,100,0.158333,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/16/2018,Parts per million,None,24,100,0.129167,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/17/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/18/2018,Parts per million,None,24,100,0.129167,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/19/2018,Parts per million,None,24,100,0.120833,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/20/2018,Parts per million,None,24,100,0.1,0.1,0,1,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/21/2018,Parts per million,None,24,100,0.141667,0.2,14,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/22/2018,Parts per million,None,24,100,0.170833,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/23/2018,Parts per million,None,23,96,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/24/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/25/2018,Parts per million,None,24,100,0.129167,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/26/2018,Parts per million,None,24,100,0.154167,0.2,4,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/27/2018,Parts per million,None,19,79,0.126316,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,2/28/2018,Parts per million,None,24,100,0.133333,0.2,16,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/1/2018,Parts per million,None,24,100,0.1625,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/2/2018,Parts per million,None,24,100,0.154167,0.2,7,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/3/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/4/2018,Parts per million,None,24,100,0.170833,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/5/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/6/2018,Parts per million,None,24,100,0.145833,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/7/2018,Parts per million,None,24,100,0.133333,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/8/2018,Parts per million,None,24,100,0.141667,0.2,4,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/9/2018,Parts per million,None,24,100,0.120833,0.2,19,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/10/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/11/2018,Parts per million,None,24,100,0.170833,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/12/2018,Parts per million,None,24,100,0.179167,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/13/2018,Parts per million,None,19,79,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/14/2018,Parts per million,None,24,100,0.175,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/15/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/16/2018,Parts per million,None,24,100,0.154167,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/17/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/18/2018,Parts per million,None,24,100,0.216667,0.3,6,3,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/19/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/20/2018,Parts per million,None,24,100,0.175,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/21/2018,Parts per million,None,24,100,0.15,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/22/2018,Parts per million,None,24,100,0.175,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/23/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/24/2018,Parts per million,None,24,100,0.2,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
17,19,1001,42101,1,40.05278,-88.37251,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,3/25/2018,Parts per million,None,24,100,0.191667,0.2,0,2,, - ,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city,"Champaign-Urbana, IL",3/1/2019
